id,question,concept,true_answer,wrong1,wrong2,wrong3
n/a,"I forgot to turn off the tap when leaving the house, but I'm already in school now, and I have to",n/a,call my roommates for help.,turn on the tap.,forget it.,turn off the tap by myself.
n/a,The desert is home to many different species of animals. A penguin,n/a,cannot survive in these conditions.,is one of these species.,thrives in the heat of the desert.,wears a tuxedo at all times.
n/a,Joely washes her car. Joely,n/a,changes the oil also.,then shampoos it.,drives through the ocean.,eats the tires.
n/a,Spot the dog's favorite activity at the park was playing frisbee. When they got to the park,n/a,his owner realized he only had a tennis ball.,his owner threw spot to the park.,his owner threw the park to the frisbee.,his owner threw Spot to the frisbee.
n/a,The carpenter went over to the board. He,n/a,drove a nail into it.,asked it out for a date.,went surfing.,pitched a new idea.
n/a,John told Sam that the ball was in his court. Sam,n/a,thought for a second and then made the decision.,shot the ball into the hoop.,drove into the paint.,passed to John.
n/a,The proctor passes the exams to each row of students. The proctor,n/a,starts the time.,eats a left turn.,passes an exam to his dogs.,smells a teacher.
n/a,A student likes to eat almonds. The almonds,n/a,are part of a trail mix.,fly around.,can swim.,can drive the teachers car.
n/a,'Hamilton' is a based on the story of Alexander Hamilton. 'Hamilton',n/a,broke many records of Broadway.,likes milkshake.,is on the ten dollar bill.,liked singing his name in hiphop beats.
n/a,The boy never cleaned his room. His room was,n/a,dirty.,neat.,clean.,big.
n/a,I asked her how the shopping trip went. I can't believe that the dress she bought,n/a,was the one she wore to the event.,wasn't going to get dressed.,was invisible.,was made of human hair.
n/a,Mercedes wants to open market in Cambodia. Volkswagen,n/a,is trying to stop this action.,wants to have dinner with them.,laughs at them.,likes to travel there.
n/a,The assistant answers the call. The assistant,n/a,schedules the meeting.,rips her notebook.,breaks her screen.,sees her mother.
n/a,"Math is Tom's favorite subject, he",n/a,admires Gauss very much.,loves Taylor Swift's songs.,hates calculus.,is very bad at counting.
n/a,the pizza was just put into the classroom and is gone now. It,n/a,must have been consumed by the children.,must have deteriorated,must have evaporated.,must have gone bad.
n/a,"Time heals all wounds, so even if you get hurt by others, you will eventually",n/a,forget all the unhappy memories.,be healthy again.,remember all wounds.,have a intact body.
n/a,You are thinking about voting for the election. You should,n/a,register to vote,vote randomly do you don't have to think,vote today so you don't have to do it later during the election,don't vote because most people don't anyways
n/a,John is having a normal day. He feels,n/a,normal.,happy.,scared.,down.
n/a,A cowboy is riding his horse. He,n/a,is traveling to the nearest town.,"ties his lasso, aims towards Jupiter, and flies away on his horse.","robs a train, eats his hat, and then says sorry to his horse.","polishes his revolver, saves fifteen percent on car insurance, and sells his horse."
n/a,I have to buy a Swiffer. My room,n/a,is dirty and I need to clean up.,is well lit.,is in Plex.,is where I can shop for Swiffer.
n/a,A man is eating corn on the cob. The corn,n/a,drips butter on him.,husks itself.,sways in the wind.,pops in the microwave
n/a,A room full of chefs prepare the meals. They,n/a,each take care of their dish.,eat the meals.,cook the other chefs.,burn the house down.
n/a,The soccer team arrives at the field for the game. The team,n/a,starts to warm up.,runs to the end of the goal line.,suddenly sprints backwards.,"huddles together, as the game is about to start."
n/a,A woman shoots a basketball at a hoop. The woman,n/a,chases the ball after it ricochets off the rim,does a backflip,shoots a basketball at a hoop,jumps twenty feet into the air
n/a,The dead sharks have swept ashore in large numbers. They,n/a,were suffocated by the oil spill in the ocean,were the victims of the beach parties gone wild.,had to sacrifice their lives for their babies,loved playing with kids
n/a,"Bob fails a math test, he",n/a,is upset about it.,thinks it is because his biology teacher doesn't teach well.,celebrate his success with his classmates and teachers.,eats his fingers.
n/a,The captain of the ship took inventory of supplies before setting off. The crewmen,n/a,helped the captain make sure there was enough food.,enjoyed several shots of vodka in preparation for the highly skilled work they would soon have to perform.,were busy preparing the wings of the ship.,went home for a quick swim.
n/a,America is much more rigid about immigrants. Foreigners,n/a,are unhappy to hear this news.,are American.,have more chance to come to America.,have less chance to come to South America.
n/a,The three friends come out of their house and get into a car. They,n/a,turn up the radio.,jump into the pool.,get into an Uber.,go back into the house.
n/a,Tom said the bonus scenes are just the icing on the cake for a great movie. Tom,n/a,would enjoy the movie without the bonus scenes.,loves icing on cake while watching movies.,likes his desert to have icing when watching his favorite movie.,hates movies without cake.
n/a,The man and woman decided to get married to each other in November. The woman,n/a,decided to wear a red dress instead of a white one.,merged onto the freeway.,threw a baseball back and forth with her friend.,"read her book carefully, so she wouldn't miss a single detail."
n/a,A good professor helps their students with their homework. They,n/a,wouldn't tell their students the answer directly.,removed students who don't have the right answer from the class.,would do homework for their students.,are always late for class and has a bad relationship with students.
n/a,"On her way home from work Molly was very hungry. Molly,",n/a,stopped at McDonalds.,caught the frisbee.,ate her arm.,"hungry, work, and Molly."
n/a,A man removes the sheets from his bed. The man,n/a,brings them to the laundromat.,cleans them in the freezer.,throws them under his car.,puts them in the toilet.
n/a,"After spitting at someone on the street, John",n/a,realized he had acted rudely.,threatened his mother.,filled his water bottle with saliva.,bought potatoes.
n/a,A group of people are gathered inside a food court. They,n/a,order dinner.,throw water at each other.,play tennis.,ask a judge about the verdict on their case.
n/a,Jerry managed to revive the injured driver with cardiac massage. The driver,n/a,was sent to the hospital.,continued driving to hospital.,enjoyed the massage because it was relaxing and healthy.,hurt the people and he was sent to the police office.
n/a,Troy signed up for a lot of classes and bit off more than he could chew. Troy,n/a,is going to be really busy this quarter.,is fat.,is going to choke.,is having trouble eating.
n/a,Johnny was just chilling on the porch. Johnny,n/a,was relaxing,was shaking in the low temperature,was in the process of freezing,was starting to get cold
n/a,Joseph wants to be good at playing soccer. He,n/a,needs to play a lot.,needs to study how soccer balls are made.,goes to a soccer turf to take a nap.,needs a lot of money.
n/a,Jenny was giving Johnny the cold shoulder. Jenny,n/a,wouldn't talk to him,gifted Johnny her low temperature shoulder,placed her cold shoulder onto Johnny,cut off her freezing shoulder and gave it to Johnny
n/a,John was sitting on the toilet without the lid on. He,n/a,pooped.,washed his hands.,stood up and lifted the lid.,cleaned the floor.
n/a,He was enthralled by the speaker. He,n/a,thought she was brilliant.,wanted to pick up some LPs.,wanted to buy a new high-definition television.,really liked ragtime jazz.
n/a,A police officer is walking with a guard dog. The dog,n/a,is about fifteen years old.,doesn't want to be a dog.,runs into the fire.,wants to become the police officer's enemy.
n/a,Jerry went the whole nine yards for prom by buying a new suit and renting a limo. Jerry,n/a,went all out for the experience.,did the bare minimum for the event.,played football.,was 6 feet tall and couldn't drive.
n/a,He pours the pancake batter into the pan. He,n/a,lifts the pan and moves it around to mix the batter,jumps into an airplane,drops the pan onto a plate,stirs the dough with a screwdriver
n/a,Harry was attacked by Voldemort in a forest. He,n/a,escaped from the forest.,felt excited.,asked Voldemort for help.,went to sleep.
n/a,Following a high-protein diet over a long period of time can cause considerable health problems. It,n/a,is therefore recommended that while dieting one should allow himself to eat once a week whatever he desires.,has been proved that this makes the dieter happy.,also helps the person to continue his diet.,must be addressed by a doctor
n/a,"I want to earn Extra Credits for my class, so I",n/a,writing one more assignment,drop the class,don't do any extra work,increase my Credit score
n/a,A man wearing a coat is walking on the sidewalk. He,n/a,walks on the pavement.,goes to bed.,sidewalks the sidewalk.,takes off his coat and flies away.
n/a,The wizard runs from the beast. The wizard,n/a,casts a spell.,takes out his phone.,calls the police.,smells bad.
n/a,He broke his leg severely in the basketball competition yesterday. He,n/a,takes the taxi to school today.,could play soccer today.,is running on the playground.,plays the basketball with his classmate today.
n/a,Timmy noticed an angry bear was making its way toward his camp. Timmy,n/a,stayed still and quiet.,jumped up and down.,started to sing.,bought some groceries.
n/a,The forest fire began to die out. It,n/a,was starved of oxygen.,was put out by a watering can.,was sent to the moon.,released a new mixtape.
n/a,A teacher is introducing a lesson. They,n/a,first take attendance before starting.,"pick up a ruler, break it in half, and end the lesson.",assign homework that requires the students to drop out of high school and that's the lesson.,tell a student that they are an apple and that was the lesson.
n/a,The bucket of sap on the tree was beginning to overflow. The owner,n/a,emptied the sap from a bucket into a tank.,let the bucket keep filling and waste onto the floor.,licked the sap off the ground.,started to cry.
n/a,"Kelly's friend could not help her, saying her hands are tied. Kelly",n/a,replies that she understands and thanks her anyway.,unties her hands.,washes her car window.,plays with her dog.
n/a,Cathy said the hotel room was sketchy. This made Caitlyn,n/a,stay somewhere else.,die instantly.,draw a picture of the room.,cry herself to sleep.
n/a,A man and woman are sitting on a stage together. They,n/a,are talking about the tango dance.,begin dancing around with the equipment.,resumes moving her hands faster and faster.,hold the cross around her and push them away.
n/a,"I am so hungry but I am on a diet, so I",n/a,need to hold on,need to do some exercise,need to play the piano,need to eat some food
n/a,A shadow moved in the closet in a child's bedroom. The boy,n/a,hid under his blanket and quivered in fear.,took off his own shadow with his hands.,shook the shadow's hand.,did a cartwheel in the air.
n/a,A bug found a red flower. It,n/a,lands.,plays with its friend in the grass.,throws up pollen.,picks the flower for its mother.
n/a,Thomas decided to skip school that day. Instead he,n/a,played video games.,came down with a cold.,drove to his job.,attended all his classes.
n/a,"John and Johnny, professional swimmers, are swimming. They",n/a,do butterfly,start drowning for no reason,jump in the water,start drinking water.
n/a,Jamie sighed and said that's just how the cookie crumbles. Jamie,n/a,accepted his fate,told his friend about how cookies crumble,described how the crumbs fell off the cookie.,discussed the physics of cookies
n/a,"All birds can fly, however, penguin is an exception. Penguins",n/a,can't fly.,can fly.,don't belong to birds.,can't swim.
n/a,Books like this are a dime a dozen. They,n/a,are not written very well.,are worth a lot of money.,sell really well.,have very rich authors.
n/a,A woman gets to work early and drops off her briefcase. She then,n/a,makes small-talk at the water cooler.,lays down to watch a favorite show.,drives home through traffic.,microwaves her lunch.
n/a,I picked up my pen. I,n/a,write in my notebook.,drop my notebook.,watch my pen move.,rip the pages in my notebook.
n/a,"Through immigration, the Japanese word sayonara and the Hawaiian word aloha have become commonplace in the English language. Despite a large Korean-American population, the Korean word annyong",n/a,does not enjoy the same widespread use in Anglophone areas.,is widely feared by the American population.,will place an order for a Hawaiian pizza if said in close proximity to a Korean individual.,means I will destroy all enemies in Chinese.
n/a,Ronald is tired but passes by Starbucks. He,n/a,gets coffee,stops being tired,exercises so he can wake up,buys himself water
n/a,I pointed my chef's knife at the platypus. The platypus,n/a,Got scared.,Diced carrots,Caught the ball,Was happy.
n/a,The man at the circus spins round and round. He,n/a,then jumps on to the rope.,fires his staff.,kills the audience.,then becomes a square.
n/a,John is a good student but Jack is not a good student. Jack,n/a,never goes to class.,studies with fervor.,aces all his exams.,studies hard.
n/a,Jack adopted a baby yesterday. The baby,n/a,likes sleeping.,adopted Jack.,is Jack.,become a father.
n/a,Jill ravenously shoves the pizza slice in her mouth. She,n/a,picks up another slice even before finishing her first.,begins to cry.,simultaneously hits her friend with a different slice.,spits it out in disgust.
n/a,Kareem Hunt is in hot water. His career is,n/a,over,wet,great,starting
n/a,A young girl is standing in an open grassy field. The girl,n/a,"runs towards a low beam and jumps over it, landing on a blue pad.",mows the lawn behind her.,is jumping down and trying to hit a ball back and forth underneath a high bar.,is sprinting to the other side of the club.
n/a,A boy is researching Japanese food for his research paper. The boy,n/a,watches a sushi documentary.,eats his research paper.,buys a cat from the grocery store.,braids his hair.
n/a,A robot vacuum can be used to clean the floor,n/a,autonomously.,manually.,poorly.,aquatically.
n/a,Employer needs to pay employee. Employee,n/a,will get paid.,will be an employer.,will get response by employer.,was not getting paid.
n/a,2 times 3 is,n/a,6.,3.,2.,8.
n/a,four plus five is,n/a,nine,five,four,once
n/a,A father watches his young son play football. He,n/a,worries that he may hurt himself.,puts on a referee costume and does warm-ups.,plays with the dog in the park.,hopes that he will hit a home run.
n/a,My breath smells. I,n/a,need a mint,need braces,need perfume,need a shower
n/a,Tony hate video games and he loves reading. Tony,n/a,like to stay in library,get up early,plays Monster Hunter everyday,drink coke
n/a,Matthias was preparing for an examination since last semester. He,n/a,somehow forgot to register for it,was very negligent towards his health,hits the gym daily,plays with his dogs in his free time
n/a,A stripper is traveling to work in the snow. He,n/a,goes to the bus stop and waits for his bus.,decides to turn into a tarantula.,sees a penguin and follows it.,takes off his clothes and freezes to death.
n/a,I throw a ball and,n/a,My dog catches the ball,I throw a frisbee,The ball is a ball,The ball is not a ball
n/a,There is still a long way to go before humans can drive totally automated vehicle. Humans,n/a,still need to spend more time on this research.,don't like long distances.,can drive totally automated vehicles for a long journey.,don’t like vehicles.
n/a,I don't like watching baseball. It,n/a,is too slow paced.,fun to go to baseball games.,is hard to listen to baseball games on the radio.,is a ball and people run to bases.
n/a,A one-legged person climbs a mountain. The person,n/a,places a flag at the peak.,grows a second leg.,buys a Christmas present.,takes a shower.
n/a,A dollar bill is actually really dirty because,n/a,many people touch it with their hands.,it is printed in China and was imported.,money gives people evil minds.,a politician forgot to launder it.
n/a,The runner almost approaches the finish line before the rest of the pack of runners. The runner,n/a,comes in second place.,comes in first place.,starts doing push-ups.,suddenly sprints backwards.
n/a,The child is learning how to walk. The child,n/a,breaks his fall with his face.,is sleeping.,runs a marathon.,figures out how to dance.
n/a,"This is a picture of a dog, that is why",n/a,there is a tail.,there is a horn.,there is no dog in the picture,there is a phone.
n/a,A car has been completely crushed by a large tree.  The car,n/a,may never drive again.,still runs great.,is more valuable than before.,"makes a complete stop at the stop sign, then accelerates away."
n/a,The marathon runners gathered by the starting line. They,n/a,prepared to start the race.,woke up to make a cup of coffee.,got into the left hand turn lane and merged into traffic.,threw a baseball back and forth.
n/a,"A man added dog treats, dog food, and cat litter to his grocery list. He",n/a,then drove to the store near his house,took his dog for a walk,gave a dog treat to his dog,wags his tail
n/a,There is a long line outside the club. The bouncer,n/a,is standing guard by the door.,is completely inebriated.,is waiting in line to enter the club.,is sleeping very peacefully.
n/a,I buy lemonade from the store and drank it. I,n/a,finished the bottle.,turn on the light.,eat lemons.,make lemonade.
n/a,Bob has gathered in the crowd near the starting line to watch the runners run the race. He,n/a,will cheer the runners on.,will go home and play chess.,will start running the race with the runners.,will advertise his product for athletes.
n/a,"A colonial empire is a collective of territories (often called colonies), mostly overseas, settled by the population of",n/a,of a certain state and governed by that state,the entire world,people with a median age of 35.3,England
n/a,The waitress at a diner opens her laptop. She,n/a,checks her email.,eats an apple.,wears a hat.,serves a burger.
n/a,They came in from the rainy weather and started a fire in the fireplace to,n/a,combat the cold they were feeling.,melt the ice on their house.,warm up the neighbors who were away.,warm up the walls and wood in the fireplace.
n/a,Mary studies for her math test. She,n/a,works on algebra problems,writes an essay,goes for a walk,reads the newspaper
n/a,A woman is seen sitting behind a set of bongo drums and playing along while speaking to the camera. The woman,n/a,continues hitting the drums while speaking to the camera and singing along.,continues speaking and ends by moving away in place.,continues playing the trumpet while speaking to the camera while speaking to the camera.,continues her movements while pausing to speak to the camera and showing several more shots of her well plays.
n/a,Tommy misses his families after going to university. He,n/a,will go back home during summer break.,calls his teacher everyday.,is not homesick.,eats his mother’s cooking in university.
n/a,While cutting some onions Tom accidentally cut his finger. Tom,n/a,put a bandaid on the wound.,started crying in fear at the sight of blood and onions and disappeared in thin air.,cut the air in front of him on top of the onions.,ignored the cut and kept on cutting the onions as blood started covering all of the onions on the cutting board.
n/a,The boy is dribbling the ball down the court. He,n/a,shoots the ball and scores,scores the touchdown,passes the ball to his mom in the stands,shoots the ball into the goal
n/a,Jasmine was born in the USA but lived in Germany as an adult after having grown up in Scotland. She spent her childhood in,n/a,Edinburgh,Xiamen,Philadelphia,Saarbrucken
n/a,"Jane likes to wear hot pants, but it's winter now. So she will",n/a,wear thick pants.,wear a T-shirt.,wear hot pants.,wear glasses.
n/a,The company is expecting high returns this year. It,n/a,made great margins.,saw costs increase by 100%,saw profits stay the same.,saw sales decline by 50%.
n/a,The man added to his bucket list. He,n/a,decided that someday he had to go to Tahiti.,wanted to order new handles.,needed new equipment to finish the job.,lost the bet.
n/a,A bunch of law-breaking hooligans sit on the side of the street. The hooligans,n/a,are spray painting the sidewalk with their gang symbol.,are making friends with a potted plant.,angrily crowd around a single potted plant on the side of the street.,are cleaning up the trash on the side of a ditch.
n/a,Jim is tired and wants to call it a day. He decides to,n/a,go home,go to Florida,go to work,exercise
n/a,"The three sisters all have different hair colors. The eldest sister has black hair, the middle sister has red hair, and the youngest sister",n/a,has blond hair.,has black hair.,has hair.,has red hair.
n/a,When Joe and Mary go swimming they always remember to bring,n/a,their sun screen.,a bathroom in case they need to pee.,a lifeguard.,more water for the pool.
n/a,He puts onions and other ingredients onto a plate and cuts up several more ingredients. He,n/a,places the final ingredients into the bowl while talking to the camera and pans out on the meal he made.,dips the ingredients into noodles and pours it over again.,as he finishes the ingredients and makes an omelette from a plate to another.,shows off two still finished slices.
n/a,Sid was crazy and we said she lost her marbles. Sid,n/a,was losing her mind,could not locate where her few precious marbles were at,was unable to find her marbles,dropped and had her marbles go in various unknown locations
n/a,"During boot camp, the recruit fell down a climbing wall. The",n/a,handhold tore off.,ropes were made of thin silk.,drill sergeant was happy that the soldier wasn't strong.,children were cheering him on.
n/a,i like sports such as basketball and,n/a,skating,drink tea,sex,kobe bryant
n/a,"Sally did not want Steven to drive her to the store, because",n/a,Steven is blind.,Sally does not believe in Jesus Christ.,Steven is a homosexual.,Sally is a racist.
n/a,"At the end of a long day, a father tucks his two children in for bed. He",n/a,kisses both of them goodnight.,kisses all five of them goodnight.,kisses all three of them goodnight.,kisses all four of them goodnight.
n/a,"Joe was in trouble, but he was saved by the bell. Joe",n/a,was relieved that he barely escaped trouble.,instantly died.,began to write his autobiography.,thanked the bell for its help.
n/a,They tied the race. It,n/a,was ultimately too close to call.,was a pretty ribbon.,became untied again quickly.,was a very tight knot.
n/a,Kelly had a long day and she's almost worn out. She,n/a,wants to relax a bit.,smiled when she walked by the department store.,should but some new clothes.,wants some fresh pasta.
n/a,Mayank has solved some very difficult questions on GRE test and scored 332. He is,n/a,happy to have solved the questions,not happy that he scored very well.,very sad to have solved the questions.,crying.
n/a,The fire in the hall had spread to the nursery. People,n/a,brought a hose.,danced to the tune of the fire.,cooked some meals.,burned the cake.
n/a,A mother ties her son's shoelaces. She,n/a,realizes they are Velcro.,doesn't know how to tie shoes.,thinks she should tie the shoelaces together so he can trip.,wants to tie him up.
n/a,"He falls asleep in the bed, he",n/a,breathes smoothly.,open his eyes.,sings a song.,stands up.
n/a,The police said his car had been weaving all over the road. They,n/a,pulled him over and gave him a sobriety test.,hit his car.,called an ambulance and set a fire alarm.,thought the driver is cooking.
n/a,The family's wifi stops working. The kids,n/a,get restless because they were watching a movie.,built the internet.,can't work for the wifi company because they are minors.,buy a new internet.
n/a,"I go into the bathroom, to",n/a,brush my teeth.,so that I can walk back out.,eat my dinner.,exercise.
n/a,Bob and Sarah are gay. Bob likes hanging out with Sarah because she understands what is he is going through. Sarah is Bob's,n/a,Friend,Girlfriend,Sister,Partner
n/a,Tom was crying crocodile tears when his parents yelled at him. Tom,n/a,was faking his tears.,was shedding genuine tears.,was extremely upset.,was crying because he hates getting yelled at.
n/a,The frog croaks at the fly. The frog,n/a,flicks out its tongue to eat it.,rides the fly into the water.,jumps onto the back of the fly.,asks the fly to stop buzzing.
n/a,"The boy likes animals, but only invertebrates. He",n/a,likes spiders.,likes pigs.,likes vertebrates.,likes elephants.
n/a,Jen was feeling tired. She decided to,n/a,hit the hay.,veer left into the passing lane.,catch a bad case of the flu.,burst into flames.
n/a,"After staring directly at the sun without using eye protection, Stewart",n/a,suffered damage to his eyes.,realized he ought to pursue a new career.,purchased tomatoes from the supermarket.,organized a game of beach volleyball.
n/a,The musician stops playing the harmonica and talks to the camera again. The man,n/a,resumes playing the instrument like he was playing earlier.,goes for a run.,stops playing the saxophone.,starts dancing.
n/a,A man stares up into the night sky. He wonders,n/a,if anyone else is out there.,when his new TV will arrive.,whether he should get a new car.,why the Doctor is called Doctor Who.
n/a,The professor is teaching the kids physics. The professor,n/a,engages with the students well.,is arguing with her husband over the phone.,is eating at her desk with headphones on.,is learning physics.
n/a,"Day boat is a kind of boat, and its maximum sliding distance is 100 meters. 20 day boats",n/a,have maximum sliding distance of 2000 meters in total.,slide faster than one boat.,do not belong to boat.,each of them has maximum sliding distance of 150 meters.
n/a,The father went to the hospital to see his child. He,n/a,brought some flowers,got a vaccine shot,got the flu,brought some coffee
n/a,"That night, they left on a road trip with their",n/a,friends.,car's engine missing.,house.,fireplace.
n/a,A chicken produces tasty eggs that are sold in the supermarket. The chicken,n/a,lives on a beautiful farm with a huge green field .,travels from supermarket to supermarket.,is a dog.,delivers the eggs personally to the supermarket.
n/a,She hired a lawyer who specializes in divorce cases. The lawyer,n/a,would help her with her property.,would marry her after his divorce.,wanted to divorce her because she was so neurotic.,specialized in hiring her as a lawyer.
n/a,The girl gets ready for bed. She,n/a,brushes her teeth and washes her face.,throws a frisbee with her best friend.,decides to watch TV for another 3 hours.,plays Monopoly with her mom.
n/a,Buster was so anti-Semitic that he,n/a,discriminated against the Jews.,believed he was not a racist.,was not known as a bigot.,developed a reputation for being kind-hearted.
n/a,The family wanted to make sure they did not get wet on the boat as they approached the waterfall. The family,n/a,went inside.,posed for a picture.,stayed outside.,put on a bathing suit.
n/a,The student drank a boilermaker. The student,n/a,became drunk.,laid another brick.,fixed the boiler,ran down the street.
n/a,Christine walks her dog in the rain without an umbrella or coat. The dog,n/a,is probably wet,likes the rain,is happy to be walking,is holding the umbrella and coat
n/a,The diabolical Doctor X must handle some very volatile substances for his bombs. He says,n/a,easy does it.,I can't wait to disarm this bomb.,I should do this quickly.,I'm very hungry.
n/a,"Today is Monday, this means that",n/a,today is not Tuesday.,today is not Monday.,yesterday was not Sunday.,tomorrow is not Tuesday.
n/a,Elijah had a party. Elijah,n/a,had live music,attacks his home,is a dog,invited his water bottle
n/a,The artist painted a masterpiece. It,n/a,captured the audience's attention.,walked back home to the artist.,got put on display in the zoo.,was sold for a million feathers.
n/a,Ted was on thin ice with his girlfriend. He,n/a,had been caught badmouthing her friends.,was worried one small movement would plunge them into the lake.,had thought ice skating would be a romantic date.,looked for a glass for the ice.
n/a,A student receives a rebuking letter from the school. The student,n/a,beat up his friend during the break.,responds to the love letter.,loves his teacher.,likes cows
n/a,A rabbit hops around the park. The rabbit,n/a,hops to the other rabbit.,attacks the dinosaur.,waves to the dog.,starts to fly.
n/a,The guy got in a fender bender on his way to work. He,n/a,was late,is strong,plays guitar,now bends fenders for a living
n/a,The paleontologist eats a banana. He,n/a,is hungry.,hates bananas.,is trying to eat his lab equipment.,is giving a lecture.
n/a,A journalist travels to a war zone. He,n/a,talks to a starving child and an unsympathetic dictator.,decides to move there when he retires.,joins the army and flies a fighter jet.,relaxes at the beach.
n/a,A doting father learns that his son has been bullied in class. The father,n/a,"calls in sick to work, drives to the school, and files several complaints to the principal.",ignores it as he is too busy with work.,tells his son to stop being bullied.,finds the bully and pays him for a job well done.
n/a,"I have been working on Bert for 5 days now, and I am not convinced by its accuracy. I just",n/a,think it is an average model.,think it is the best NLP model ever.,hate it.,love it.
n/a,A person lost his wallet just now. That person,n/a,needs help from others on the street.,needs emotional support from a professional,needs professional medical assistance.,needs help from a professional fighter.
n/a,"The glass of water is half filled, so",n/a,the glass is half empty.,the glass is empty.,the water is not there.,the glass is broken.
n/a,A lions eats a hippo. The hippo,n/a,dies,runs away,falls over,eats the lion
n/a,An professor is running out of building. He,n/a,knows earthquake is coming.,sleeps at home.,walks to his room.,is teaching his student about math.
n/a,My cat recently had a litter of kittens. Each of the kittens,n/a,was a different color.,was a puppy.,danced the salsa while eating salsa.,read a tome.
n/a,"The two sisters have the same hair color, and the older sister has blond hair. The younger sister",n/a,has blond hair as well.,has brown hair.,has black hair.,has red hair.
n/a,Monica and Rachel are deciding where to meet. They,n/a,want to plan according to their schedules for the day,were both born in Chicago,are planning to go on a trip to Italy,love to have coffee
n/a,A cow is grazing peacefully in the pasture. The cow,n/a,will soon be sent to the slaughterhouse.,enjoys skydiving.,ate the farmer's son.,drank redbull and grew wings.
n/a,Mary is studying for a math test while Steve is cooking. She,n/a,works on practice geometry problems.,writes an essay on her reading.,slices the potatoes for the soup.,sets the table.
n/a,"After being imprisoned, Adam tried",n/a,to escape.,to learn how to speak German.,to become an astronaut.,to go to jail.
n/a,The pirate noticed a glimmer of gold coming out of the sand. He,n/a,ran closer to investigate its source.,began building a castle on the beach.,pulled out his sword to charge at the gold.,began digging up some mud.
n/a,Many car companies started in the United States. Hyundai,n/a,started in South Korea.,turned to the left.,curls up near the fire.,is an American company.
n/a,"He never lies to me, because he",n/a,is an honest person,is cooking his dinner,lied to me before,is a fraudulent person
n/a,The cat lies on the basketball court. It,n/a,yawns.,calls a foul.,takes a three point shot.,leaps for a slam dunk.
n/a,A man climbs the rope as the timer counts down. The man then,n/a,pulls himself over the edge and hits the buzzer as he sighs in relief.,waves to all of his fans below with both of his hands simultaneously right before reaching the top.,calls his mom to tell her that he has a rope.,reaches the bottom and calls his mom to tell her that he just climbed up a rope.
n/a,"Time flies like an arrow. So, you",n/a,should make every moment count.,should work on the lyrics.,should shoot a bullet instead.,should let the dog out.
n/a,A new phone is being released today. People,n/a,are lined up on the sidewalk in tents.,are being prescribed the phone by their doctors.,are buying new headphones.,have written hymns and songs of praise to the new phone.
n/a,USA won the football match. Its players celebrated,n/a,by dancing on the ground.,by doing nothing.,by fighting on the ground.,by kicking the opponents
n/a,He grabs the long pole and begins to walk with it to the other side of the field. Then he,n/a,positions himself and does a jump and lands.,stands away from the edge.,takes the camera to turn the back to the rope.,tries again to keep the ball and ties.
n/a,The boy could barely hear the fireworks. The fireworks were,n/a,quiet,loud,big,annoying
n/a,The carefully generated words were classified incorrectly by the model. The model,n/a,ceases to be useful.,eats dinner.,calls classification experts.,raises prices.
n/a,"The new species, Sdjacks, proliferated well. They are now",n/a,many in number.,eating tacos.,extinct.,jumping rope.
n/a,The police stopped the man for drinking while driving and booked him into jail. He should,n/a,call his lawyer.,goes outside to pick flowers.,eat his dinner and go home.,break out of the jail and go home.
n/a,Her skin was Sahara desert level dry in the winter. She decided to,n/a,Put on some soothing lotion.,Drink some hydrating Gatorade.,ride a camel.,shovel snow outside.
n/a,I put in one billion dollars into my bank account. Then i put in two billion dollars into my account. Now I have,n/a,three billion dollars,one billion dollars,nothing,nothing
n/a,The man walked down the beach and into the sand. He,n/a,went for a swim.,loved listening to music.,listened for echos.,went deaf.
n/a,The fox jumps over the dog. The fox,n/a,goes back into the woods.,punches the jumping dog.,bites the jump.,picks up the dog.
n/a,A plumber is fixing a leak. He,n/a,twists the pipe.,calls his client a leaky faucet and patches up the leak.,"grabs a wrench, smashes the toilet, and stops the leak.",uses a plunger to summon Godzilla and stops the leak.
n/a,The student studies for hours at the library. The library,n/a,has to close because it was too late and the student must leave.,has to close because the student has been studying too much.,becomes a potato.,opens up a hot dog stand and has a party.
n/a,We are all sitting around the campfire during the night. Jimmy,n/a,tells us a horror story.,roasts his carrots.,puts his stick of potatoes in the fire.,waits for the ashes to light on fire.
n/a,Some friends play beach volleyball. They,n/a,are in California.,are in the ocean getting tan.,hit the baseball back and forth.,love making sand castles.
n/a,Steve the crane was my favorite pet. He always,n/a,stood on one leg.,had many different operators.,could move large amounts of metal.,was operated by skillful workers.
n/a,John received a new t-shirt to sell for his shop. He,n/a,put the t-shirt on display,used the t-shirt as a mop,gave the t-shirt to his dog,wore the t-shirt at home
n/a,The system was designed to predict the sentiment of movie reviews. The system,n/a,failed to compile upon training.,had three favorite movies and enjoyed reviewing them.,paid for the tickets and walked over to the counter to order popcorn.,has three children.
n/a,A boy went to a haunted house. He,n/a,grabbed his girlfriend's arm in fear,punched through a ghost,ate a ghost shaped cookie in silence,impaled a clown with a chainsaw
n/a,There was a horrible jam on the highway. It was,n/a,very slow moving.,very sweet and tasty.,very technically sound.,my father.
n/a,An elephant walks towards a lake. The elephant,n/a,drinks water from the lake.,gets into a kayak.,cooks dinner.,plays tennis.
n/a,He is the smartest person in the class. He,n/a,could answer the question in the course,knows how to open a door,is easygoing,always get angry
