id,question,concept,true_answer,wrong1,wrong2,wrong3
n/a,"As an elementary school teacher, Todd was reprimanded for",n/a,kissing his students.,helping children learn to count.,enjoying vacation during the summer.,teaching children to read.
n/a,As a civil engineer I enjoy watching cranes. I am,n/a,lucky enough that I work where they are common.,fascinated by their vibrant feathers.,going to the zoo to see them.,going to the bird store to get one.
n/a,Mary can play instrument. She,n/a,can play piano.,can play computer games.,can play soccer.,can make instrument.
n/a,Timmy was walking along the beach but did not want to get burnt. Timmy,n/a,put on a large hat.,drank some water.,put some sunscreen on his shoe.,put some sunscreen on his dog.
n/a,fifteen divided by five is,n/a,three,five,one,two
n/a,A girl was diagnosed with a disease. She,n/a,had to stay in the hospital.,said hi to the disease.,took the diagnosis to court.,gave her medication away.
n/a,"The boy watches his favorite Disney show, Ratatouille. The boy",n/a,wants to visit Disneyland next winter break.,eats a potato.,is banned from watching movies.,angrily shouts that Disney is a terrible company.
n/a,The eggnog in the container was very sweet. It,n/a,was nice and cold.,was not eggnog.,was taken over by chickens.,was not in the container.
n/a,A child looking at his mother who is holding him with an airplane flying overhead. The child,n/a,tries to grab her face.,flies through the air.,drops the toddler.,tries to fly away.
n/a,A rabid dog has to be put to sleep. So the owner,n/a,takes him to the vet.,turns off the lights.,goes outside.,tucks him into bed.
n/a,"The boy enjoys staying at home, not traveling. He",n/a,likes being alone.,enjoys traveling.,enjoys going outside with friends.,likes visiting other people.
n/a,The clock strikes seven. The man,n/a,gets up to brush his teeth.,flies to Mexico.,drives to Mexico.,sings to Mexico.
n/a,I found a dollar on the floor. I,n/a,am a dollar richer.,can make a quesadilla.,will clean up my mess.,will curl up.
n/a,This shop opens 24-7. You can,n/a,come here at the middle of the night.,fix 24 pieces of hair together.,pick 7 of your favorites.,roll around on the ground.
n/a,Heat greatly accelerates the deterioration of perishable foods. They,n/a,can't be eaten any more.,become fresh.,make the heat more perishable.,make the heat spreads faster.
n/a,John runs for a frisbee that is not in the air. He,n/a,picks up the frisbee from the ground.,catches the frisbee.,throws the frisbee.,eats chocolate.
n/a,"I couldn’t find a spoon, so I tried using a pen to stir my coffee. But that turned out to be a bad idea, because",n/a,it got full of ink.,it increased the risk of heart disease and stunt growth.,it became cold.,it turned my cold coffee into warm.
n/a,A doting father learns that his son has been sad. The father,n/a,takes a day off work to spend with his son.,tells his son to stop being sad.,goes out with his friends.,ignores it.
n/a,A man was walking his dog on the beach. His dog,n/a,ran far away from him chasing a seagull.,dove into the water and caught mermaids for him.,flew a kite on the beach.,dug a tunnel on beach connecting to a secret island
n/a,Kelly ratted me out. She,n/a,was not being nice.,"screamed ""Rat!!!!""",cried so hard.,is very scared of rats.
n/a,Bob used to love eating meat but his girlfriend convinced him to convert to veganism. He,n/a,usually eats tofu now.,usually eats fish now.,usually eats steak now.,usually eats chicken now.
n/a,Kelly is on an emotional roller coaster. She needs to,n/a,calm down.,fasten her seat belt.,pay for her ride.,ride safely.
n/a,The boss almost fired a few of his employees as they were goofing off in the office. The boss,n/a,gave them another chance.,asked them to leave the building.,fired the employees on the spot.,thought they were being funny.
n/a,Rich kids with legacy are very common at premier institutions. You could say they are,n/a,a dime a dozen,the average person,great people,smart people
n/a,Doug threw a party. Doug,n/a,had a band playing,invited god to come down from heaven to his party,invited Doug Doug Dog Doug,threw a mountain
n/a,"My roommate uses a mechanical keyboard to play games, so I",n/a,feel annoyed,feel angry.,feel happy.,feel comfortable.
n/a,A woman owns three dogs and two cats. She,n/a,needs to feed all five pets everyday.,needs to walk both dogs everyday.,only has one pet.,loves all three of her pets equally.
n/a,He couldn't see the bridge. The bridge was,n/a,hidden,in front of him,too dark,too big
n/a,There are lots of software companies in the world like Microsoft and,n/a,Google.,American.,Nike.,Microsoft.
n/a,Sarah is going to the market. Sarah,n/a,needs to return romaine after the E. Coli outbreak.,is going to get food so that she can bring it with her on the Titanic.,is buying bananas for the gorilla in her house.,is going to buy herself a brother.
n/a,Carl bit off more than he could chew. He,n/a,couldn't handle the issue,had more food to eat,had some hot dog left,had finished his meal
n/a,I broke up with my boyfriend. I,n/a,am alone.,go to work every day.,watch film myself.,am a girl.
n/a,The juggler knew that polyamory was not for them. The juggler,n/a,could no longer handle three lovers.,could juggle chainsaws.,juggled frequently at a local circus.,was also an acrobat.
n/a,I made a mess while cooking. My mom says you can't make an omelet without,n/a,breaking a few eggs.,lighting the house on fire.,getting annoyed or angry.,messing up the recipe.
n/a,A lion is prowling through the grass.  He,n/a,spots an antelope and pounces.,is a reptile and a predator.,measures from the bottom of the meniscus.,multiplies by the derivative of the inside function.
n/a,I don't believe in atheism. I,n/a,think god exists.,am an atheist.,don't think god exist.,am dancing now.
n/a,The owl stares at the mouse. The mouse,n/a,runs away.,winks at the owl.,eats the owl.,says hello.
n/a,I'm sitting at a table and,n/a,I'm doing homework,I'm eating,I'm not sitting at a table,I'm watching TV
n/a,He considered her to be the moon to his sun. He decided to,n/a,ask her to move in with him.,buy a rocket so that they could visit the moon.,stare directly into the sun.,become an astronaut so he could fly to the sun.
n/a,A man is at the Apple Store. He,n/a,is waiting at the Genius Bar for a repair service.,is looking at a rainbow.,is inspecting the car's paint,seems troubled.
n/a,The mother had finished tucking her son into bed. The mother,n/a,quietly left the room.,shut the door with a loud slam.,shouted as she began to leave the room.,left the bed side to turn the lights on.
n/a,A person is at a food court. The person,n/a,buys a sandwich.,lees the scene.,runs a marathon.,meets his lawyer and seeks legal advice.
n/a,I am always very hungry before I go to bed. I am,n/a,tempted to snack when I feel this way.,concerned that this is an illness.,glad that I do not have a kitchen.,fearful that there are monsters under my bed.
n/a,Jerry's heart started to beat. He,n/a,saw Sarah coming towards him.,ate a nacho,stopped it,died
n/a,The box is a little heavy. I think,n/a,it's holding my extra workout weights.,the box's pull to the earth is higher than anything else on the planet.,it's mad.,the box has a feather in it.
n/a,The girl ordered extra dressing for her salad. She,n/a,loves condiments.,is dressing up for the big play tonight.,eats her salad and drinks the dressing.,is going to play dress up with her dolls.
n/a,"Bob is taking a math exam in the classroom, he",n/a,is disturbed by a fly.,draws a fly.,wants to fly.,chat with a fly.
n/a,One mole of water is not enough. The amount of moles,n/a,must be increased,can't be contained,is overwhelming,that are burrowed underground and dig themselves into the soil must have increased
n/a,A man on a date did not want to pay for the entire meal. He,n/a,suggested to his date that they split the bill.,asked for the dessert menu.,ordered a second entree.,drank his entire glass of wine.
n/a,The man was embarrassed when he said something cheesy about his friends. He said that they,n/a,were the wind beneath his wings.,always bought gouda,were worth a cheese wheel,were all cheddar
n/a,"A company produced a smart camera which can take picture automatically, the camera",n/a,used AI technology to determine what is the best time to take picture,let its owner to determine what is the best time to take picture,used magic power to determine what is the best time to take picture,used electronic to determine what is the best time to take picture
n/a,The agent reaches for his gun. The agent,n/a,aims it at the criminal.,aims it at another agent.,aims it at the sky.,drops it on the ground and spits on it.
n/a,"The students are taking a math class, some of them",n/a,are absent-minded.,play video games.,are asked to write articles about politics in class.,sing a song.
n/a,My daughter is feeling sad today. She,n/a,had a bad day at school.,enjoys pie.,had hamburgers for lunch.,is vegetarian.
n/a,Tina likes dogs. Tina,n/a,adopted three deserted dogs last month.,deserted her dogs last month.,likes cats.,didn't give food to her dogs.
n/a,A speeding bus driver gets stopped by the police. The bus driver,n/a,drove too fast.,turned left before hitting the wall.,hit a brick wall.,likes cows.
n/a,A professor goes up to the board. The professor,n/a,draws a graph.,jumps up and down.,kicks his student.,yells at the board.
n/a,Mary is studying and Steve is cooking. Mary,n/a,is learning about integrals.,dices onions on the cutting board.,is a housewife.,makes tomato soup.
n/a,A girl is playing the role of Juliet in the play Romeo and Juliet. The girl,n/a,practices her lines everyday.,eats a lemon.,dances with her sister.,is scolded by her mother for drinking.
n/a,Two men walk into a bar.  The,n/a,bartender says hello.,housecat is sitting in the armchair by the fire.,receptionist at the desk asks for their identification.,ice skates are too tight so they take them off.
n/a,The professor drops his marker. The professor,n/a,picks up his marker.,picks up and throws his marker.,throws his marker at student.,buys another marker from a student.
n/a,A dog is playing with other dog. His owner,n/a,throws them a ball.,calls the police.,punishes this dog.,play with other dogs.
n/a,the Burger King is near my home so i always,n/a,eat outside,keep fit,drink coke,eat at home
n/a,A woman is holding a cloth in a kitchen. The woman,n/a,places a gloved hand over the kitchen glass and pulls the cloth forward before removing the diamond from under her.,is cleaning a dresser while the woman puts it down.,barmaid serves a vinegar and puts vegetables.,begins running water in a bath tub and a sink.
n/a,"Lots of students are waiting outside the classroom, because",n/a,the door is closed.,the teacher asks them to do so.,nobody knows what happens.,they are happy.
n/a,Steve grabs his thumb drive. He,n/a,inserts it into the computer,cuts the thumb's nails,sucks his thumbs,drives the car away
n/a,Jane and Jae are siblings. But Jane and Jae,n/a,hate each other,love each other,love eating red meat in the red room in their red house by the Red road,lift heavy weights before breakfast every morning
n/a,His burger was given to him rare. So he,n/a,asked for a manager.,congratulated the worked for a burger well done.,gave it a prize,put it in a museum.
n/a,There is a cat sitting by the window. The cat,n/a,is looking outside wistfully.,is bouncing up and down.,smells terrible.,morphs into a dog who looks outside.
n/a,Kevin kept an eye on the oven. Kevin,n/a,kept watch of the food in the oven,placed his eye on top of the oven,Left his eyeball on the oven,just kept staring at the oven
n/a,A hoarder through therapy realized that they needed to change their lifestyle. The hoarder,n/a,got rid of anything they did not need in their home.,continued hoarding because it was what was most natural to them.,fixed themselves a good drink from their collection of 80's discontinued sodas.,decided to set their house on fire for a fresh start.
n/a,The host said it was unnecessary to clean the house after the party. The host,n/a,did not want people to clean up the house after the party.,was not happy by people's behavior during the party,wanted people to clean up the house after the party,was sleeping during the party.
n/a,A boy was painting a field of flowers on a canvas in his room. The boy,n/a,accidentally spilled coffee on it.,picked the flowers and gave them to his mom.,chased a dog into the woods.,ate the flowers.
n/a,Cats go meow. Ducks go,n/a,quak.,gaga.,woof.,moo
n/a,"Sachin is the best cricketer in the world but I hate cricket. So, I",n/a,am not a big fan of Sachin .,am the biggest fan of Sachin .,adore Sachin.,love Sachin.
n/a,Sam gets a a kick out of teasing his brother. Sam,n/a,enjoys teasing his brother.,gets kicked by his brother.,gets kicked out of his brother's house when he behaves badly.,keeps kicking his brother while making fun of him.
n/a,Ashley walks her dog around her neighborhood. She,n/a,then goes to the park,wags her tail,then laps up water from the faucet,catches the frisbee in her mouth
n/a,We concluded from our research that water could be the cause for third world war. We,n/a,should use every drop of water cautiously,should keep the taps open always,never close a running tap,can use water as we want
n/a,I walked into a store to buy some sports equipment. I,n/a,needed some golf gloves.,got attacked by some flying bats.,saw a giant bat fly around and cause a giant racket.,saw Dracula in the corner of the room.
n/a,A man is questioning his identity. He,n/a,is confused.,wants to go to school to become a surgeon.,feels bad about his mother's garden.,feels entrapped by the police.
n/a,The student is trying to sharpen a pencil with a sharpener. He,n/a,gets one from his backpack,decides to sharpen a ruler instead,uses the pencil to sharpen the sharpener,gives up and erases everything in frustration
n/a,Susan really liked the beat coming from the bass. She,n/a,started to dance.,covered her ears.,set up another fishing rod.,turned off the stove and began to eat it.
n/a,Sarah hands the burrito to the Chipotle customer. He,n/a,hands her his debit card.,eats the taco.,throws chips in her face.,tosses it in the trash.
n/a,The rabbit is running from the fox. The fox,n/a,is hunting.,is sleeping in a cave.,is trying to become friends with the rabbit.,is being domesticated.
n/a,A toddler is just beginning to take her first steps. She,n/a,still wobbles on her feet.,is also learning how to bike.,runs a mile.,feels ready to go hiking.
n/a,"He likes to burn midnight oil, he",n/a,doesn't need much time to sleep.,is in good health.,is afraid of dark.,often thinks about his childhood.
n/a,Joseph wants to develop better methods of grocery shopping. He,n/a,looks up data on different markets for better deals.,decides to go grocery shopping.,decides to shop at grocery markets.,does research methods of shoplifting.
n/a,"Winnie the Pooh didn't know what he wanted to do today, so he called his friend Rabbit. Rabbit",n/a,volunteered that they go and see Eeyore.,and Winnie the Pooh went to the zoo yesterday.,called Winnie the Pooh and asked what he wanted to do today.,began to eat a pie furiously.
n/a,she is my mother and her husband is my,n/a,dad,daughter,aunt,son
n/a,John noticed the milk container in his fridge was empty. John,n/a,went to the store to buy more milk.,threw the container at the ceiling.,put the fridge inside the milk container.,took a drink out of the container.
n/a,"Tom asked Sam when to meet for a group project. Sam said ""we'll play it by ear."" Tom",n/a,figured out later when to meet Sam.,played the ears to figure out when to meet.,wrote down the exact time to meet Sam.,loved playing music on ears.
n/a,Do you suppose that Peter is responsible for the captain’s illness? Maybe he bribed the cook to put something in,n/a,his food,the tub,the captain's file,the field
n/a,The elephant is one of the biggest animals in the world. The elephant,n/a,is heavy,is crying,is lazy,is yelling
n/a,Yanich goes to the gym. Yanich,n/a,squats 250,lifts a building,runs out of giraffe food,has crippling weight of anxiety on his donkey
n/a,Joseph bails on his friends playing squash. He,n/a,says sorry and plays squash the next day with his friends.,says sorry and punches them.,says thank you.,"says sorry on his knees, crying the next day."
n/a,A child stands in the tire swing and jumps for joy. An adult,n/a,gets up and pulls both tires.,is running with a baby in a swing.,walks out on the left side of the slide.,walks through the angel holding a stick in his hand while shaking hands with a couple.
n/a,Chris was sitting in the library coming up with sentences to trick the common sense reasoning system. Chris quickly found it to be,n/a,relatively easy.,poorly written.,robotic.,grammatically correct.
n/a,Joseph beat around the bush when confronting his sister. Joseph,n/a,was avoiding saying what he meant.,was doing yard work.,spoke his mind.,was planting a tree.
n/a,My car shines with the same color as the ocean. My car is,n/a,blue,green,orange,purple
n/a,I crashed my car and broke my mirror so I called,n/a,a mechanic.,a doctor.,a lawyer.,a friend.
n/a,A family sits down at the table for dinner. They,n/a,pick up their utensils to eat.,stare at the food.,put their coats on.,decide not to eat the food.
n/a,I have learned a lot in my English class.,n/a,I know how to spell onomatopoeia.,I know that 2 plus 2 equals 4.,I know how to draw graphs,I know how to cook.
n/a,Tina planned to cook dinner. Tina,n/a,drove to a supermarket to buy ingredients.,liked her dog.,started to do the laundry.,started to grow vegetables in the yard.
n/a,A rat runs across a railing after a piece of cheese. The rat then,n/a,realizes its mistake as it is crushed by a spring trap as it grabs the piece of cheese.,tickles itself.,the rewarded when it is eaten by the cheese.,gets up and walks home
n/a,Mary has a younger brother. She,n/a,has two other siblings as well.,is a supportive younger sister to him.,does not have any siblings.,will be fifteen when he is twenty.
n/a,A man has claustrophobia. He would most likely enjoy,n/a,the outdoors.,a small cave.,being inside a box.,being in a locked room.
n/a,Timmy wanted to tell his parents in London that he was safe in America. Timmy,n/a,made a phone call.,kayaked across the Atlantic ocean.,put his message into a bottle and threw it into the ocean.,took a plane back to talk to them.
n/a,Trish is allergic to cats. She probably wants to,n/a,adopt a dog.,adopt a cat.,move in with her cousin.,kill all cats.
n/a,A dog wearing a muzzle runs across a field as a frisbee flies through the air. The dog,n/a,is unable to catch the frisbee.,stops and jumps like a kangaroo.,catches the plane.,leaps through the air and catches the frisbee in its mouth.
n/a,Andy had a photographic memory. he,n/a,has a good memory,always take photos.,know how to take good photos.,is a photographer.
n/a,one plus four is,n/a,five,two,one,four
n/a,The salesman walks up to a door. The salesman,n/a,straightens his tie.,destroys the door and runs aways.,knocks the door down.,answers the salesman.
n/a,An audience is unhappy with the comedian's standup performance. They,n/a,throw tomatoes at him,bake a cake,laugh uncontrollably,invite him over for dinner
n/a,Ted needed to blow off some steam. He,n/a,was very angry at his friends for leaving him out.,was getting a lot of compliments on his tie.,had eaten a very spicy pepper.,was served a hot green tea.
n/a,I gave my pet cat a treat. My cat,n/a,eats the treat.,"meows, ""I'm tired of eating this treat. Can you give me another one?""","meows to ""Treat You Better"" as she eats the treat.",meows and stares at me.
n/a,A girl notices a beetle on her bedroom floor. She,n/a,steps on it.,puts it on her bed.,watches it fly onto her nose.,puts the juicy bug in her mouth.
n/a,The man wanted fried chicken for dinner but his wife did not. He,n/a,convinced her otherwise,chased the chicken,bought chicken and fries,dined the chicken
n/a,There was a fly in my soup. I,n/a,was too shy to say anything.,bought a new pair of soup shoes.,asked for another helping of gelato.,watched my soup fly away.
n/a,A woman starts rock climbing up a wall. People,n/a,are walking and hiking along a dirt trail.,in a shopping mall.,are inside watching television.,walk going side to side and doing tricks.
n/a,"I am an interviewee, I",n/a,interviewed by others,interview others,hate to interviewed by others,hate interview others
n/a,The dog eats a lot. The dog,n/a,has been gaining some weight.,sleeps a lot.,figures out where the bed is.,cries a lot.
n/a,"Since the transportation fee is expensive, he",n/a,decide to take the bus.,probably would go with his friend.,will take the plane.,want to call a taxi.
n/a,Melody stares blankly at her computer. She,n/a,doesn't know how to start her essay.,is searching into its soul.,smashes her mouse with her fist.,eats a pineapple.
n/a,A man shops for stuff at Costco. He,n/a,gets a ton of household items.,goes on a run.,buys two lattes and a cappuccino.,gets free shipping.
n/a,i was wrong i should not,n/a,beat others,sing,have a rest,play basketball
n/a,A bird flies through the sky. The bird,n/a,looks at people underneath.,drinks some rain.,inhales some air.,is enjoy the beautiful music.
n/a,Tom knew that juggling was not for him. Tom,n/a,quit juggling and did something else.,juggled frequently at a local circus.,is the best at juggling in the world.,had three lovers.
n/a,"A woman sits at a table, and then",n/a,eats dinner.,becomes a man.,takes a bath.,crash the flight into ground.
n/a,The boy is happily listening to music as he walks to class. The boy,n/a,is listening to pop music.,hates music.,is listening to a podcast.,turns off the music.
n/a,The boy and girl are playing Monopoly together. The boy,n/a,rolls doubles three times in a row and has to go to jail.,"walks along the edge of the river, and accidentally falls in.",watches TV until he falls asleep.,merges onto the freeway.
n/a,A man swims in the Lake Michigan in the winter as he reaches the shore. The man,n/a,steps out of the water and sees Chicago.,cannot swim and drowns.,drunk all the water in Lake Michigan,likes the tropic feeling and all the palms.
n/a,The father denounced his son for his misdeeds. The son,n/a,apologized for his mistake,took his family out for dinner,did not understand the probability theory,lived happily ever after
n/a,A woman's favorite food to eat is a date. The date,n/a,is juicy.,will be in a nice bar.,is with a tasty man.,is her first one after a long time.
n/a,Johnny got cold feet before his interview. He's very,n/a,nervous,cold,shivering,happy
n/a,The owner washes his dog before going to the vet. The owner,n/a,closes the shower door,wags his tail,runs up the wall,barks and jumps out of the water
n/a,"She opens a bottle of energy drink and clutches it with both hands as she drinks. Wearing her sweatshirt and sweatpants, she",n/a,walks up a side walk.,"leans down, her arms folded.",crosses to a laundry room.,strides into the bathroom.
n/a,Peter just recently went to a local brand new gas station to buy a pack of lottery tickets for him and his wife and ended up winning the jackpot. He,n/a,wins all the money and is happy,wishes his gas station was further away instead,hopes his wife ends up losing the jackpot,should have bought a pack of beer instead
n/a,She finally decided to break the negative stereotypes of women. She ended up,n/a,being in charge of her own company.,went to law school but then never took the bar because she got married.,working full time as a teacher.,being a housewife.
n/a,A chef is in the kitchen. He,n/a,tastes the dish he is making.,stirs and shakes the live lobster until it combusts.,"jumps inside the pot, along with the carrots and onions.","bakes a cake with raw meat, rancid fish and tacos."
n/a,The woman admired the stars through the glass ceiling. She was thankful that,n/a,it wasn't cloudy.,her car was still running.,the HR department changed their policies.,she had a good dog.
n/a,The male actors get paid higher wages than their female counterparts. They,n/a,are starting to take some concrete steps in making pay parity a reality,have advocated for raising their own salaries,maintain a modest lifestyle,adhere to high levels of professionalism and transparency
n/a,A man picks up a ball and puts it behind his neck and throws it onto the field. Another man in a blue shirt,n/a,stands in front of the goal where another man in a green shirt wins the ball.,is sitting next to him in front of the net.,picks up a ball and puts it behind his ear and throws it onto the field.,is near the ground out on the yard with a gun.
n/a,"I forgot to turn off the tap when leaving the house, but I'm already in school now, and I have to",n/a,call my roommates for help.,turn on the tap.,forget it.,turn off the tap by myself.
n/a,The desert is home to many different species of animals. A penguin,n/a,cannot survive in these conditions.,is one of these species.,thrives in the heat of the desert.,wears a tuxedo at all times.
n/a,Joely washes her car. Joely,n/a,changes the oil also.,then shampoos it.,drives through the ocean.,eats the tires.
n/a,Spot the dog's favorite activity at the park was playing frisbee. When they got to the park,n/a,his owner realized he only had a tennis ball.,his owner threw spot to the park.,his owner threw the park to the frisbee.,his owner threw Spot to the frisbee.
n/a,The carpenter went over to the board. He,n/a,drove a nail into it.,asked it out for a date.,went surfing.,pitched a new idea.
n/a,John told Sam that the ball was in his court. Sam,n/a,thought for a second and then made the decision.,shot the ball into the hoop.,drove into the paint.,passed to John.
n/a,The proctor passes the exams to each row of students. The proctor,n/a,starts the time.,eats a left turn.,passes an exam to his dogs.,smells a teacher.
n/a,A student likes to eat almonds. The almonds,n/a,are part of a trail mix.,fly around.,can swim.,can drive the teachers car.
n/a,'Hamilton' is a based on the story of Alexander Hamilton. 'Hamilton',n/a,broke many records of Broadway.,likes milkshake.,is on the ten dollar bill.,liked singing his name in hiphop beats.
n/a,The boy never cleaned his room. His room was,n/a,dirty.,neat.,clean.,big.
n/a,I asked her how the shopping trip went. I can't believe that the dress she bought,n/a,was the one she wore to the event.,wasn't going to get dressed.,was invisible.,was made of human hair.
n/a,Mercedes wants to open market in Cambodia. Volkswagen,n/a,is trying to stop this action.,wants to have dinner with them.,laughs at them.,likes to travel there.
n/a,The assistant answers the call. The assistant,n/a,schedules the meeting.,rips her notebook.,breaks her screen.,sees her mother.
n/a,"Math is Tom's favorite subject, he",n/a,admires Gauss very much.,loves Taylor Swift's songs.,hates calculus.,is very bad at counting.
n/a,the pizza was just put into the classroom and is gone now. It,n/a,must have been consumed by the children.,must have deteriorated,must have evaporated.,must have gone bad.
n/a,"Time heals all wounds, so even if you get hurt by others, you will eventually",n/a,forget all the unhappy memories.,be healthy again.,remember all wounds.,have a intact body.
n/a,You are thinking about voting for the election. You should,n/a,register to vote,vote randomly do you don't have to think,vote today so you don't have to do it later during the election,don't vote because most people don't anyways
n/a,John is having a normal day. He feels,n/a,normal.,happy.,scared.,down.
n/a,A cowboy is riding his horse. He,n/a,is traveling to the nearest town.,"ties his lasso, aims towards Jupiter, and flies away on his horse.","robs a train, eats his hat, and then says sorry to his horse.","polishes his revolver, saves fifteen percent on car insurance, and sells his horse."
n/a,I have to buy a Swiffer. My room,n/a,is dirty and I need to clean up.,is well lit.,is in Plex.,is where I can shop for Swiffer.
n/a,A man is eating corn on the cob. The corn,n/a,drips butter on him.,husks itself.,sways in the wind.,pops in the microwave
n/a,A room full of chefs prepare the meals. They,n/a,each take care of their dish.,eat the meals.,cook the other chefs.,burn the house down.
n/a,The soccer team arrives at the field for the game. The team,n/a,starts to warm up.,runs to the end of the goal line.,suddenly sprints backwards.,"huddles together, as the game is about to start."
n/a,A woman shoots a basketball at a hoop. The woman,n/a,chases the ball after it ricochets off the rim,does a backflip,shoots a basketball at a hoop,jumps twenty feet into the air
n/a,The dead sharks have swept ashore in large numbers. They,n/a,were suffocated by the oil spill in the ocean,were the victims of the beach parties gone wild.,had to sacrifice their lives for their babies,loved playing with kids
n/a,"Bob fails a math test, he",n/a,is upset about it.,thinks it is because his biology teacher doesn't teach well.,celebrate his success with his classmates and teachers.,eats his fingers.
n/a,The captain of the ship took inventory of supplies before setting off. The crewmen,n/a,helped the captain make sure there was enough food.,enjoyed several shots of vodka in preparation for the highly skilled work they would soon have to perform.,were busy preparing the wings of the ship.,went home for a quick swim.
n/a,America is much more rigid about immigrants. Foreigners,n/a,are unhappy to hear this news.,are American.,have more chance to come to America.,have less chance to come to South America.
n/a,The three friends come out of their house and get into a car. They,n/a,turn up the radio.,jump into the pool.,get into an Uber.,go back into the house.
n/a,Tom said the bonus scenes are just the icing on the cake for a great movie. Tom,n/a,would enjoy the movie without the bonus scenes.,loves icing on cake while watching movies.,likes his desert to have icing when watching his favorite movie.,hates movies without cake.
n/a,The man and woman decided to get married to each other in November. The woman,n/a,decided to wear a red dress instead of a white one.,merged onto the freeway.,threw a baseball back and forth with her friend.,"read her book carefully, so she wouldn't miss a single detail."
n/a,A good professor helps their students with their homework. They,n/a,wouldn't tell their students the answer directly.,removed students who don't have the right answer from the class.,would do homework for their students.,are always late for class and has a bad relationship with students.
n/a,"On her way home from work Molly was very hungry. Molly,",n/a,stopped at McDonalds.,caught the frisbee.,ate her arm.,"hungry, work, and Molly."
n/a,A man removes the sheets from his bed. The man,n/a,brings them to the laundromat.,cleans them in the freezer.,throws them under his car.,puts them in the toilet.
n/a,"After spitting at someone on the street, John",n/a,realized he had acted rudely.,threatened his mother.,filled his water bottle with saliva.,bought potatoes.
n/a,A group of people are gathered inside a food court. They,n/a,order dinner.,throw water at each other.,play tennis.,ask a judge about the verdict on their case.
n/a,Jerry managed to revive the injured driver with cardiac massage. The driver,n/a,was sent to the hospital.,continued driving to hospital.,enjoyed the massage because it was relaxing and healthy.,hurt the people and he was sent to the police office.
n/a,Troy signed up for a lot of classes and bit off more than he could chew. Troy,n/a,is going to be really busy this quarter.,is fat.,is going to choke.,is having trouble eating.
n/a,Johnny was just chilling on the porch. Johnny,n/a,was relaxing,was shaking in the low temperature,was in the process of freezing,was starting to get cold
n/a,Joseph wants to be good at playing soccer. He,n/a,needs to play a lot.,needs to study how soccer balls are made.,goes to a soccer turf to take a nap.,needs a lot of money.
n/a,Jenny was giving Johnny the cold shoulder. Jenny,n/a,wouldn't talk to him,gifted Johnny her low temperature shoulder,placed her cold shoulder onto Johnny,cut off her freezing shoulder and gave it to Johnny
n/a,John was sitting on the toilet without the lid on. He,n/a,pooped.,washed his hands.,stood up and lifted the lid.,cleaned the floor.
n/a,He was enthralled by the speaker. He,n/a,thought she was brilliant.,wanted to pick up some LPs.,wanted to buy a new high-definition television.,really liked ragtime jazz.
n/a,A police officer is walking with a guard dog. The dog,n/a,is about fifteen years old.,doesn't want to be a dog.,runs into the fire.,wants to become the police officer's enemy.
n/a,Jerry went the whole nine yards for prom by buying a new suit and renting a limo. Jerry,n/a,went all out for the experience.,did the bare minimum for the event.,played football.,was 6 feet tall and couldn't drive.
n/a,He pours the pancake batter into the pan. He,n/a,lifts the pan and moves it around to mix the batter,jumps into an airplane,drops the pan onto a plate,stirs the dough with a screwdriver
n/a,Harry was attacked by Voldemort in a forest. He,n/a,escaped from the forest.,felt excited.,asked Voldemort for help.,went to sleep.
n/a,Following a high-protein diet over a long period of time can cause considerable health problems. It,n/a,is therefore recommended that while dieting one should allow himself to eat once a week whatever he desires.,has been proved that this makes the dieter happy.,also helps the person to continue his diet.,must be addressed by a doctor
n/a,"I want to earn Extra Credits for my class, so I",n/a,writing one more assignment,drop the class,don't do any extra work,increase my Credit score
n/a,A man wearing a coat is walking on the sidewalk. He,n/a,walks on the pavement.,goes to bed.,sidewalks the sidewalk.,takes off his coat and flies away.
n/a,The wizard runs from the beast. The wizard,n/a,casts a spell.,takes out his phone.,calls the police.,smells bad.
n/a,He broke his leg severely in the basketball competition yesterday. He,n/a,takes the taxi to school today.,could play soccer today.,is running on the playground.,plays the basketball with his classmate today.
n/a,Timmy noticed an angry bear was making its way toward his camp. Timmy,n/a,stayed still and quiet.,jumped up and down.,started to sing.,bought some groceries.
n/a,The forest fire began to die out. It,n/a,was starved of oxygen.,was put out by a watering can.,was sent to the moon.,released a new mixtape.
n/a,A teacher is introducing a lesson. They,n/a,first take attendance before starting.,"pick up a ruler, break it in half, and end the lesson.",assign homework that requires the students to drop out of high school and that's the lesson.,tell a student that they are an apple and that was the lesson.
n/a,The bucket of sap on the tree was beginning to overflow. The owner,n/a,emptied the sap from a bucket into a tank.,let the bucket keep filling and waste onto the floor.,licked the sap off the ground.,started to cry.
n/a,"Kelly's friend could not help her, saying her hands are tied. Kelly",n/a,replies that she understands and thanks her anyway.,unties her hands.,washes her car window.,plays with her dog.
n/a,Cathy said the hotel room was sketchy. This made Caitlyn,n/a,stay somewhere else.,die instantly.,draw a picture of the room.,cry herself to sleep.
n/a,A man and woman are sitting on a stage together. They,n/a,are talking about the tango dance.,begin dancing around with the equipment.,resumes moving her hands faster and faster.,hold the cross around her and push them away.
n/a,"I am so hungry but I am on a diet, so I",n/a,need to hold on,need to do some exercise,need to play the piano,need to eat some food
